3015.6,3136
2864.6,3293
2852.9,3599
2626.6,3732
2425.7,3905
4297.9,6158
4723.4,6876
4669.4,7136
4408.6,7261
4202.5,7394
5815.4,9385
6520.7,10425
6269.4,10523
6057.3,10636
5856.8,10786
7774.3,13043
8382.2,14015
8226.2,14176
8031.9,14352
7736.6,14450
9821.4,16915
9593.2,17073
10026.5,17816
9832.8,17986
8129,18060
6465.1,18211
6171.4,18306
8033.2,20549
7917.5,20781
7759.2,21014
7537.8,21109
7349.6,21235
7341.9,21542
7438.9,21974
8869.2,23784
8689.4,23936
8561.6,24124
9038.1,24912
8816.9,25077
8650.4,25292
8729.6,25745
9657.1,27050
9694.9,27396
9902.9,27963
9732.1,28094
9723.4,28479
9748.3,28818
10211.5,29661
10766.8,30614
10702.1,30903
11119.7,31670
10917.1,31841
10756.8,32059
10580.4,32206
11110.7,33112
12137.6,34482
11892.2,34594
11936.1,35041
11753.5,35195
11941.4,35696
11708.5,35851
11863.6,36370
12875.6,37709
12723.7,37867
12936.7,38420
9402.7,38733
9222.5,38903
8921.2,38980
9141,39511
8865,39614
9669.9,40739
10236.4,41601
10193.6,41934
10086,42181
9955.1,42368
9833.7,42618
9690.3,42852
9823.6,43319
10785.7,44648
10989.4,45253
10867.4,45464
10580.4,45558
10770.7,46086
10653.7,46337
10821.8,46880
10697.8,47164
11435.8,48285
11393.3,48548
11281,48819
11250.5,49145
11339.1,49605
11157.5,49748
11211.9,50171
11568,50858
12218.1,51879
12034.1,52057
11851.5,52232
11909.3,52608
12071.9,53106
11917.6,53285
12315.4,54052
12015.9,54131
12830.2,55272
12749.2,55513
12637.4,55758
12579.6,56061
12741.4,56571
12961.3,57137
12696.5,57255
12946.1,57828
13617.7,58875
13533.8,59150
13311.8,59263
13042.4,59369
13260.5,59919
13372.6,60364
13717.6,61034
13632.3,61346
13964.2,62022
14559.4,62928
14345.7,63069
14057.4,63171
13815.6,63324
13810.6,63662
14483.9,64660
14460.9,64982
14532.8,65423
15089.7,66317
15164.8,66730
14937.1,66885
14642.1,66970
14379.1,67068
8078.2,67472
8919.2,68702
8701.7,68896
8486,69076
9089.5,70053
8952,70251
9104.1,70769
8888.7,70953
8647.8,71117
8403.6,71281
8650.1,71906
8569.3,72115
9047.1,72927
9332.2,73587
9382.2,73986
9174.9,74158
9023.9,74310
8859.7,74447
8705.7,74644
9117.6,75439
9286.7,75942
9223,76291
9138.7,76551
9042,76694
9022.7,76914
9028.9,77252
9408.3,77958
10030.9,78915
10449.8,79679
10225.2,79826
10009.5,79962
9821.4,80115
9620,80256
10009,80978
9796.3,81136
10245.9,81900
11228.3,83184
11085.4,83377
10937,83596
10839.2,83863
10642.1,84030
10591.1,84365
10743.5,84855
11204.8,85684
11761.3,86619
11810.2,86967
11576.5,87113
11374.6,87290
11294,87537
11091.4,87701
11441.2,88387
11879.4,89184
12716,90372
12497,90530
12301.9,90691
12183.1,90927
12007.9,91092
12149.9,91620
11984.6,91846
12693.1,92899
13168.4,93746
13117.2,94011
13004.8,94261
12842.9,94432
12715.6,94680
12913.3,95233
12979.3,95639
13045.7,96107
13935.6,97319
13945.8,97650
13828.1,97943
13668.7,98180
13462.6,98324
13246,98497
14027.7,99604
13781,99753
14621.4,100957
14405.9,101088
14249.6,101263
14735.9,102082
14671,102411
14787.9,102949
15028.1,103505
15706.8,104591
15496.6,104726
15284.6,104888
15908,105868
15685.8,106023
15916.9,106584
15883.6,106852
16602.3,107975
16917.1,108631
16712.8,108807
16467,108973
16834.1,109651
16716.2,109904
16597.4,110106
18039,111860
18060.8,112270
17982.6,112552
17770,112695
17635.2,112957
17476.4,113126
17312.3,113282
18928.2,115230
19169.8,115808
18908.4,115893
18790.1,116085
18631.4,116236
18595.8,116569
18429.1,116713
19378.1,118022
17745.5,118357
18000.2,118927
18026.5,119272
18082.9,119669
17905.6,119853
17797,120117
17919.3,120602
18744.6,121832
18978.5,122450
18684.4,122560
18540.2,122743
18444.6,123029
18691.4,123608
18464.2,123746
18579.3,124220
19118.9,125105
19195.7,125505
19254.5,125858
19323.1,126267
19238.5,126548
19080.4,126748
19186.5,127167
18995.6,127318
20332.5,128967
20146.5,129129
20270,129658
20012.2,129777
20204.7,130305
20006.7,130480
19980,130785
19832.3,131040
20909.5,132489
20886.8,132836
20620.3,132935
20626.3,133277
20605.9,133611
20605.6,133941
20912.3,134595
20880.4,134944
21226.2,135682
21859.6,136619
21581.2,136719
21348.2,136862
21127.7,136997
21173.6,137379
22087.2,138637
21838,138794
22140.2,139481
22736.8,140454
22502,140608
22248.8,140743
22029.9,140901
21746.4,141022
23013.1,142649
22773.1,142792
22915.8,143351
22789.8,143612
22627.1,143750
22475.5,143884
22727.8,144477
22674.8,144785
23920.1,146433
23740,146625
23770.5,147037
23607.3,147243
23402.4,147388
23190,147556
23562.8,148295
23369.9,148454
24210.1,149679
24394.2,150193
24295.3,150454
24238,150719
24156,151006
24144.7,151359
24531.4,152126
24412.1,152389
24340.1,152711
24919.1,153594
25040.8,154049
25104.6,154472
24918.3,154628
24814,154912
25265.6,155721
25458.4,156271
25355.6,156554
25441.1,157021
25222,157148
25789.8,158025
25730.5,158311
25535.6,158503
25981.7,159314
25773,159466
25721.1,159734
25885.2,160220
25956.3,160613
26396.7,161402
26226.6,161536
26217.5,161879
27272.1,163265
27004.6,163391
26799.3,163579
26538.2,163698
26387.9,163895
27213.2,165039
27176.6,165347
27181.4,165762
27827.3,166801
27857.2,167153
27574.7,167257
27305.8,167372
27072.7,167506
28318,169118
28065.8,169275
27847.1,169436
28596.7,170551
28364.5,170697
28403.3,171095
28093.6,171166
27834.7,171285
28524.7,172366
28412.1,172576
28586.7,173059
28965.4,173813
28845.6,174019
28966.3,174471
